sensor_code,timestamp,reading_value,weather_condition
SENSOR_0003,2025-12-19 20:00:00,496.41,Hot
SENSOR_0046,2026-01-07 00:00:00,1.83,Hot
SENSOR_0049,2025-12-28 08:00:00,42.3,Rainy
SENSOR_0035,2025-12-20 22:00:00,60.92,Rainy
SENSOR_0033,2025-12-29 05:00:00,45.69,Sunny
SENSOR_0046,2025-12-16 04:00:00,78.04,Rainy
SENSOR_0037,2025-12-16 23:00:00,151.65,Rainy
SENSOR_0006,2025-12-22 15:00:00,466.58,Cold
SENSOR_0046,2025-12-20 11:00:00,37.46,Hot
SENSOR_0012,2025-12-13 01:00:00,0.04,Cold
SENSOR_0047,2026-01-05 01:00:00,11.25,Cold
SENSOR_0004,2026-01-01 18:00:00,,Rainy
SENSOR_0033,2025-12-11 23:00:00,18.0,Cloudy
SENSOR_0034,2026-01-02 19:00:00,,Rainy
SENSOR_0036,2026-01-04 15:00:00,24.62,Rainy
SENSOR_0012,2025-12-29 20:00:00,,Hot
SENSOR_0033,2025-12-29 07:00:00,15.0,Cold
SENSOR_0004,2025-12-18 01:00:00,22.99,Cold
SENSOR_0030,2025-12-25 21:00:00,112.52,Sunny
SENSOR_0047,2025-12-18 15:00:00,31.42,Hot
SENSOR_0029,2025-12-14 23:00:00,9.31,Cold
SENSOR_0013,2025-12-30 12:00:00,40.62,Cloudy
SENSOR_0036,2025-12-30 07:00:00,54.04,Cold
SENSOR_0050,2026-01-01 23:00:00,103.24,Sunny
SENSOR_0033,2025-12-15 06:00:00,17.41,Cloudy
SENSOR_0005,2025-12-20 05:00:00,25.88,Cold
SENSOR_0017,2026-01-04 00:00:00,22.33,Hot
SENSOR_0040,2025-12-28 12:00:00,69.68,Hot
SENSOR_0032,2026-01-07 22:00:00,52.72,Cloudy
SENSOR_0001,2025-12-21 19:00:00,86.28,Hot
SENSOR_0040,2025-12-09 23:00:00,453.8,Hot
SENSOR_0022,2025-12-13 03:00:00,17.34,Sunny
SENSOR_0016,2026-01-07 13:00:00,43.72,Rainy
SENSOR_0017,2026-01-02 02:00:00,299.65,Cloudy
SENSOR_0020,2025-12-22 17:00:00,87.25,Hot
SENSOR_0011,2026-01-05 19:00:00,44.23,Cold
SENSOR_0041,2026-01-07 08:00:00,82.59,Cold
SENSOR_0013,2025-12-10 03:00:00,12.41,Rainy
SENSOR_0004,2026-01-01 22:00:00,72.46,Rainy
SENSOR_0030,2025-12-09 20:00:00,,Rainy
SENSOR_0005,2026-01-06 04:00:00,7.83,Cloudy
SENSOR_0013,2025-12-28 22:00:00,68.6,Cold
SENSOR_0047,2025-12-10 14:00:00,31.31,Sunny
SENSOR_0031,2025-12-23 12:00:00,60.7,Hot
SENSOR_0023,2025-12-17 12:00:00,2.51,Hot
SENSOR_0013,2025-12-12 05:00:00,39.58,Cold
SENSOR_0002,2026-01-08 13:00:00,34.49,Cold
SENSOR_0047,2026-01-05 21:00:00,21.755307446432386,Rainy
SENSOR_0004,2025-12-24 09:00:00,65.96459851739162,Cold
SENSOR_0010,2025-12-25 05:00:00,81.9,Hot
SENSOR_0032,2026-01-05 05:00:00,54.9,Cold
SENSOR_0017,2026-01-01 01:00:00,34.18,Cold
SENSOR_0032,2025-12-25 15:00:00,57.5,Hot
SENSOR_0034,2025-12-13 01:00:00,383.81,Sunny
SENSOR_0046,2025-12-12 20:00:00,93.74,Hot
SENSOR_0008,2025-12-28 05:00:00,,Hot
SENSOR_0007,2026-01-06 14:00:00,66.08,Rainy
SENSOR_0020,2025-12-24 19:00:00,93.59,Hot
SENSOR_0004,2025-12-21 09:00:00,,Cloudy
SENSOR_0030,2025-12-27 23:00:00,338.64,Cloudy
SENSOR_0009,2025-12-24 19:00:00,14.35,Sunny
SENSOR_0047,2026-01-03 08:00:00,112.43,Hot
SENSOR_0050,2025-12-15 05:00:00,381.41,Rainy
SENSOR_0040,2026-01-02 23:00:00,151.71,Cloudy
SENSOR_0026,2026-01-08 10:00:00,0.57,Sunny
SENSOR_0048,2025-12-20 15:00:00,14.36,Cloudy
SENSOR_0019,2025-12-26 15:00:00,9.89,Sunny
SENSOR_0013,2025-12-25 15:00:00,21.18,Sunny
SENSOR_0026,2026-01-03 01:00:00,,Cloudy
SENSOR_0005,2026-01-02 10:00:00,160.0,Cloudy
SENSOR_0024,2025-12-20 22:00:00,247.59,Cold
SENSOR_0017,2026-01-05 09:00:00,91.08,Cloudy
SENSOR_0002,2026-01-07 21:00:00,118.6,Cold
SENSOR_0047,2026-01-08 17:00:00,15.39,Cold
SENSOR_0017,2025-12-28 23:00:00,94.12,Cold
SENSOR_0011,2025-12-11 02:00:00,69.92,Cold
SENSOR_0050,2025-12-11 17:00:00,894.3754626517815,Sunny
SENSOR_0017,2025-12-16 21:00:00,145.01873850772847,Hot
SENSOR_0013,2026-01-05 17:00:00,6.38,Rainy
SENSOR_0026,2026-01-06 08:00:00,56.79,Sunny
SENSOR_0021,2025-12-30 06:00:00,33.0,Hot
SENSOR_0032,2025-12-31 01:00:00,39.44,Rainy
SENSOR_0038,2026-01-04 20:00:00,,Rainy
SENSOR_0018,2025-12-31 00:00:00,346.35,Rainy
SENSOR_0020,2026-01-04 01:00:00,1.09,Cloudy
SENSOR_0043,2025-12-18 19:00:00,31.78,Cloudy
SENSOR_0017,2025-12-21 18:00:00,11.22,Cold
SENSOR_0045,2025-12-12 10:00:00,25.58,Sunny
SENSOR_0024,2026-01-06 22:00:00,49.98,Sunny
SENSOR_0043,2026-01-05 03:00:00,217.15,Cloudy
SENSOR_0045,2026-01-07 02:00:00,36.68,Sunny
SENSOR_0012,2025-12-14 12:00:00,93.74,Hot
SENSOR_0002,2026-01-08 00:00:00,89.32,Rainy
SENSOR_0007,2025-12-30 02:00:00,3.32,Rainy
SENSOR_0046,2026-01-02 07:00:00,66.12,Cloudy
SENSOR_0049,2025-12-20 09:00:00,147.99,Cloudy
SENSOR_0038,2025-12-25 17:00:00,,Cloudy
SENSOR_0030,2026-01-04 00:00:00,88.05,Sunny
SENSOR_0001,2025-12-24 12:00:00,94.09,Cold
SENSOR_0009,2025-12-15 07:00:00,34.01,Hot
SENSOR_0026,2025-12-10 15:00:00,42.62,Sunny
SENSOR_0021,2026-01-02 21:00:00,0.28,Rainy
SENSOR_0031,2025-12-18 13:00:00,40.05,Cloudy
SENSOR_0033,2025-12-27 02:00:00,376.01,Sunny
SENSOR_0009,2025-12-22 15:00:00,7.8,Cloudy
SENSOR_0017,2025-12-25 02:00:00,173.77,Cold
SENSOR_0031,2025-12-10 10:00:00,19.34,Rainy
SENSOR_0029,2026-01-06 14:00:00,0.21,Rainy
SENSOR_0010,2025-12-25 09:00:00,17.11,Cold
SENSOR_0047,2025-12-25 02:00:00,78.41,Sunny
SENSOR_0002,2025-12-15 11:00:00,81.38,Rainy
SENSOR_0039,2025-12-22 01:00:00,18.02,Cold
SENSOR_0024,2025-12-25 15:00:00,466.55,Cloudy
SENSOR_0038,2025-12-21 12:00:00,44.06,Cold
SENSOR_0005,2025-12-26 18:00:00,42.74,Cloudy
SENSOR_0043,2025-12-31 12:00:00,106.81,Sunny
SENSOR_0016,2025-12-15 13:00:00,321.51,Cloudy
SENSOR_0032,2026-01-06 05:00:00,59.86,Rainy
SENSOR_0007,2025-12-20 20:00:00,33.06,Hot
SENSOR_0048,2025-12-17 20:00:00,22.81,Hot
SENSOR_0025,2026-01-03 04:00:00,20.15,Cloudy
SENSOR_0002,2025-12-31 03:00:00,0.13,Cold
SENSOR_0034,2025-12-19 14:00:00,13.69,Rainy
SENSOR_0035,2025-12-12 21:00:00,31.42,Cloudy
SENSOR_0049,2026-01-06 19:00:00,35.99,Sunny
SENSOR_0047,2025-12-25 22:00:00,38.02,Sunny
SENSOR_0027,2026-01-01 12:00:00,0.39,Sunny
SENSOR_0042,2025-12-29 14:00:00,14.57,Sunny
SENSOR_0045,2026-01-03 13:00:00,42.4,Hot
SENSOR_0020,2025-12-28 19:00:00,3.66,Cold
SENSOR_0023,2025-12-23 12:00:00,284.12,Sunny
SENSOR_0050,2026-01-04 11:00:00,234.1,Cold
SENSOR_0047,2026-01-02 19:00:00,37.76,Sunny
SENSOR_0010,2026-01-08 17:00:00,19.69,Hot
SENSOR_0008,2026-01-06 09:00:00,99.74,Hot
SENSOR_0018,2025-12-13 22:00:00,12.63,Cold
SENSOR_0013,2025-12-25 17:00:00,96.04,Cloudy
SENSOR_0008,2026-01-05 23:00:00,114.29441446232534,Hot
SENSOR_0048,2025-12-25 02:00:00,6.67,Rainy
SENSOR_0014,2026-01-07 19:00:00,264.86,Rainy
SENSOR_0038,2026-01-03 06:00:00,15.07,Hot
SENSOR_0045,2026-01-02 21:00:00,105.32,Cloudy
SENSOR_0034,2025-12-20 15:00:00,16.89,Hot
SENSOR_0028,2025-12-26 05:00:00,90.95,Cold
SENSOR_0003,2025-12-26 04:00:00,105.22,Hot
SENSOR_0013,2025-12-10 09:00:00,62.59,Rainy
SENSOR_0039,2025-12-11 08:00:00,82.49,Cold
SENSOR_0014,2025-12-21 21:00:00,30.09,Sunny
SENSOR_0024,2025-12-29 01:00:00,35.88,Cloudy
SENSOR_0026,2026-01-06 20:00:00,113.75,Cold
SENSOR_0047,2025-12-17 13:00:00,17.55,Rainy
SENSOR_0010,2025-12-10 04:00:00,425.92,Hot
SENSOR_0004,2025-12-30 23:00:00,46.75,Cold
SENSOR_0046,2026-01-08 13:00:00,42.65,Cloudy
SENSOR_0017,2025-12-28 06:00:00,,Cloudy
SENSOR_0022,2025-12-24 14:00:00,88.95,Cloudy
SENSOR_0048,2025-12-25 10:00:00,39.77,Cold
SENSOR_0010,2025-12-12 07:00:00,81.67,Cloudy
SENSOR_0036,2025-12-23 09:00:00,27.16,Cold
SENSOR_0010,2025-12-28 15:00:00,58.29,Hot
SENSOR_0038,2025-12-17 22:00:00,136.4,Hot
SENSOR_0046,2025-12-12 19:00:00,33.48,Sunny
SENSOR_0050,2025-12-26 06:00:00,12.15,Cloudy
SENSOR_0046,2026-01-06 09:00:00,32.61,Sunny
SENSOR_0038,2025-12-18 20:00:00,53.4,Cloudy
SENSOR_0035,2025-12-29 14:00:00,,Cold
SENSOR_0044,2025-12-12 08:00:00,,Hot
SENSOR_0007,2025-12-22 17:00:00,29.36,Hot
SENSOR_0015,2026-01-02 03:00:00,71.39,Hot
SENSOR_0017,2025-12-23 09:00:00,327.29,Hot
SENSOR_0018,2025-12-29 21:00:00,24.54,Cold
SENSOR_0018,2025-12-15 19:00:00,,Sunny
SENSOR_0015,2025-12-11 20:00:00,72.18,Cloudy
SENSOR_0047,2026-01-06 03:00:00,126.64,Cold
SENSOR_0049,2025-12-09 20:00:00,19.24,Cold
SENSOR_0005,2025-12-13 01:00:00,95.77618825416498,Cloudy
SENSOR_0035,2026-01-05 03:00:00,1.48,Sunny
SENSOR_0007,2026-01-01 13:00:00,373.1,Cloudy
SENSOR_0048,2026-01-06 14:00:00,11.58,Sunny
SENSOR_0027,2025-12-30 07:00:00,114.15,Cold
SENSOR_0012,2026-01-07 15:00:00,33.97,Rainy
SENSOR_0017,2025-12-11 03:00:00,10.37,Cloudy
SENSOR_0025,2025-12-14 13:00:00,1.12,Sunny
SENSOR_0040,2025-12-13 13:00:00,91.96,Rainy
SENSOR_0049,2025-12-23 17:00:00,,Sunny
SENSOR_0047,2025-12-24 17:00:00,86.19,Rainy
SENSOR_0030,2026-01-02 16:00:00,45.07,Cloudy
SENSOR_0029,2025-12-26 20:00:00,69.32,Cold
SENSOR_0013,2025-12-29 23:00:00,26.16,Sunny
SENSOR_0049,2025-12-17 04:00:00,58.43,Hot
SENSOR_0013,2026-01-08 18:00:00,34.76,Sunny
SENSOR_0016,2026-01-05 22:00:00,89.27,Cold
SENSOR_0019,2025-12-31 00:00:00,60.09,Cloudy
SENSOR_0002,2025-12-23 17:00:00,332.21,Hot
SENSOR_0029,2025-12-21 13:00:00,41.25,Hot
SENSOR_0040,2025-12-30 11:00:00,243.78,Cloudy
SENSOR_0035,2026-01-08 06:00:00,36.19,Sunny
SENSOR_0002,2026-01-06 11:00:00,358.9,Hot
SENSOR_0033,2025-12-16 04:00:00,41.46,Cloudy
SENSOR_0012,2025-12-10 17:00:00,53.09,Hot
SENSOR_0048,2025-12-23 03:00:00,456.62,Rainy
SENSOR_0019,2026-01-08 00:00:00,10.15,Hot
SENSOR_0004,2025-12-22 03:00:00,11.52,Cloudy
SENSOR_0035,2025-12-30 09:00:00,84.2789950832522,Sunny
SENSOR_0030,2025-12-15 12:00:00,96.38,Hot
SENSOR_0009,2026-01-02 14:00:00,26.18,Cloudy
SENSOR_0018,2025-12-29 13:00:00,26.88,Hot
SENSOR_0037,2025-12-29 10:00:00,89.71,Cold
SENSOR_0007,2025-12-22 18:00:00,104.93,Cloudy
SENSOR_0016,2025-12-29 02:00:00,428.11,Cold
SENSOR_0027,2025-12-24 16:00:00,69.58,Cold
SENSOR_0047,2025-12-25 10:00:00,305.25,Cloudy
SENSOR_0032,2026-01-07 03:00:00,420.56,Rainy
SENSOR_0029,2026-01-05 07:00:00,353.72,Cold
SENSOR_0019,2025-12-28 05:00:00,188.85,Cold
SENSOR_0019,2025-12-14 05:00:00,89.32,Cloudy
SENSOR_0032,2026-01-06 20:00:00,90.92,Sunny
SENSOR_0021,2026-01-01 21:00:00,79.44,Rainy
SENSOR_0028,2025-12-20 11:00:00,79.41,Rainy
SENSOR_0001,2026-01-08 18:00:00,63.67,Hot
SENSOR_0028,2025-12-31 10:00:00,,Sunny
SENSOR_0033,2025-12-18 17:00:00,87.67,Cloudy
SENSOR_0042,2025-12-30 14:00:00,91.14,Cold
SENSOR_0042,2025-12-16 00:00:00,34.4,Rainy
SENSOR_0015,2025-12-14 22:00:00,37.75,Rainy
SENSOR_0049,2025-12-17 06:00:00,83.53,Cold
SENSOR_0009,2025-12-21 12:00:00,1.96,Hot
SENSOR_0027,2026-01-07 22:00:00,26.9,Cloudy
SENSOR_0019,2025-12-11 03:00:00,217.08030171590116,Hot
SENSOR_0046,2025-12-11 10:00:00,285.9,Cold
SENSOR_0039,2025-12-16 07:00:00,16.999223440583652,Cold
SENSOR_0005,2025-12-14 22:00:00,274.03,Rainy
SENSOR_0006,2025-12-16 19:00:00,102.64,Cold
SENSOR_0032,2025-12-28 22:00:00,53.35,Cloudy
SENSOR_0040,2026-01-06 18:00:00,105.22,Cold
SENSOR_0021,2025-12-18 21:00:00,28.89,Hot
SENSOR_0016,2026-01-06 08:00:00,54.76,Sunny
SENSOR_0025,2025-12-17 10:00:00,16.65,Cloudy
SENSOR_0036,2026-01-08 11:00:00,41.91,Hot
SENSOR_0035,2026-01-01 06:00:00,44.73,Cloudy
SENSOR_0013,2025-12-15 23:00:00,97.18,Cold
SENSOR_0032,2026-01-05 03:00:00,416.61,Sunny
SENSOR_0017,2025-12-30 07:00:00,71.54,Sunny
SENSOR_0024,2025-12-17 05:00:00,61.74,Cloudy
SENSOR_0026,2025-12-18 09:00:00,0.39,Hot
SENSOR_0022,2025-12-19 18:00:00,,Rainy
SENSOR_0036,2025-12-10 04:00:00,54.52,Cloudy
SENSOR_0050,2025-12-16 23:00:00,323.53,Rainy
SENSOR_0033,2025-12-20 07:00:00,36.68,Cold
SENSOR_0037,2025-12-15 19:00:00,44.39,Sunny
SENSOR_0028,2025-12-24 13:00:00,470.37,Hot
SENSOR_0004,2025-12-19 15:00:00,39.22,Rainy
SENSOR_0023,2025-12-26 01:00:00,0.24,Rainy
SENSOR_0046,2025-12-12 20:00:00,67.18,Rainy
SENSOR_0006,2025-12-27 20:00:00,56.63,Rainy
SENSOR_0035,2025-12-31 21:00:00,60.85,Hot
SENSOR_0029,2025-12-22 10:00:00,83.84,Rainy
SENSOR_0010,2025-12-18 09:00:00,14.51,Hot
SENSOR_0016,2025-12-14 00:00:00,,Rainy
SENSOR_0019,2025-12-20 09:00:00,220.79,Cold
SENSOR_0013,2025-12-17 17:00:00,24.26,Hot
SENSOR_0047,2026-01-04 21:00:00,99.02,Rainy
SENSOR_0039,2026-01-07 08:00:00,14.31,Hot
SENSOR_0034,2025-12-24 00:00:00,30.68,Rainy
SENSOR_0007,2025-12-31 19:00:00,4.96,Rainy
SENSOR_0050,2025-12-21 11:00:00,82.88,Sunny
SENSOR_0027,2026-01-06 11:00:00,15.68,Cold
SENSOR_0001,2025-12-26 10:00:00,32.12,Cold
SENSOR_0029,2025-12-16 09:00:00,27.46,Cold
SENSOR_0027,2025-12-31 13:00:00,313.51,Hot
SENSOR_0049,2025-12-13 05:00:00,,Hot
SENSOR_0037,2025-12-16 01:00:00,103.39,Cloudy
SENSOR_0001,2025-12-16 06:00:00,117.58,Rainy
SENSOR_0027,2025-12-24 03:00:00,321.32,Rainy
SENSOR_0013,2025-12-17 18:00:00,62.75,Sunny
SENSOR_0023,2025-12-13 19:00:00,70.65,Hot
SENSOR_0001,2026-01-03 22:00:00,,Sunny
SENSOR_0044,2025-12-11 10:00:00,31.83,Hot
SENSOR_0003,2026-01-02 08:00:00,74.57,Sunny
SENSOR_0038,2026-01-01 22:00:00,104.77,Cloudy
SENSOR_0040,2026-01-05 10:00:00,32.11,Rainy
SENSOR_0028,2025-12-24 02:00:00,36.57,Rainy
SENSOR_0041,2025-12-18 00:00:00,19.05,Rainy
SENSOR_0009,2026-01-08 09:00:00,91.48,Cloudy
SENSOR_0025,2026-01-03 13:00:00,55.77,Sunny
SENSOR_0020,2025-12-20 11:00:00,84.58,Sunny
SENSOR_0040,2025-12-18 03:00:00,97.2,Rainy
SENSOR_0006,2025-12-13 13:00:00,80.37,Cloudy
SENSOR_0046,2025-12-17 01:00:00,70.05,Hot
SENSOR_0036,2026-01-08 18:00:00,17.04,Rainy
SENSOR_0034,2025-12-29 09:00:00,41.74,Cloudy
SENSOR_0005,2025-12-12 18:00:00,69.33,Sunny
SENSOR_0033,2025-12-31 08:00:00,92.99,Rainy
SENSOR_0035,2025-12-11 01:00:00,46.32,Cold
SENSOR_0013,2025-12-25 03:00:00,7.16,Cold
SENSOR_0038,2025-12-13 11:00:00,26.68,Sunny
SENSOR_0047,2026-01-07 08:00:00,0.02,Cloudy
SENSOR_0001,2025-12-26 02:00:00,,Cold
SENSOR_0025,2026-01-08 09:00:00,68.99,Sunny
SENSOR_0027,2025-12-25 23:00:00,74.06,Hot
SENSOR_0012,2025-12-14 17:00:00,9.24,Hot
SENSOR_0010,2025-12-16 12:00:00,41.33,Cold
SENSOR_0004,2026-01-07 18:00:00,,Cold
SENSOR_0019,2026-01-04 17:00:00,71.05,Cloudy
SENSOR_0041,2025-12-14 17:00:00,437.7,Hot
SENSOR_0037,2026-01-03 09:00:00,37.78,Sunny
SENSOR_0010,2026-01-08 07:00:00,,Cold
SENSOR_0002,2025-12-13 17:00:00,327.84,Rainy
SENSOR_0047,2025-12-27 15:00:00,16.74,Rainy
SENSOR_0039,2026-01-04 16:00:00,219.33,Rainy
SENSOR_0012,2025-12-21 05:00:00,210.4382077082992,Rainy
SENSOR_0045,2025-12-17 17:00:00,213.87,Cloudy
SENSOR_0009,2025-12-21 17:00:00,58.39,Rainy
SENSOR_0025,2025-12-15 08:00:00,191.41,Cloudy
SENSOR_0050,2025-12-31 00:00:00,432.7,Sunny
SENSOR_0018,2025-12-28 21:00:00,375.88,Rainy
SENSOR_0001,2025-12-31 11:00:00,372.01,Cloudy
SENSOR_0038,2025-12-17 17:00:00,447.18,Sunny
SENSOR_0037,2025-12-25 04:00:00,75.27,Rainy
SENSOR_0036,2025-12-11 11:00:00,74.27,Hot
SENSOR_0038,2025-12-28 17:00:00,22.78,Hot
SENSOR_0005,2026-01-08 02:00:00,,Rainy
SENSOR_0037,2026-01-07 18:00:00,44.59,Hot
SENSOR_0007,2025-12-19 00:00:00,41.14,Rainy
SENSOR_0012,2025-12-25 08:00:00,76.82,Rainy
SENSOR_0021,2025-12-22 03:00:00,29.06,Rainy
SENSOR_0020,2025-12-26 19:00:00,18.5,Sunny
SENSOR_0033,2025-12-19 07:00:00,68.51,Cold
SENSOR_0028,2025-12-17 08:00:00,251.44,Cold
SENSOR_0048,2026-01-06 07:00:00,288.07,Sunny
SENSOR_0014,2025-12-17 21:00:00,25.13,Hot
SENSOR_0008,2025-12-19 17:00:00,86.38,Cold
SENSOR_0003,2025-12-26 20:00:00,,Hot
SENSOR_0039,2025-12-21 02:00:00,25.25,Sunny
SENSOR_0008,2025-12-27 14:00:00,15.17,Sunny
SENSOR_0044,2026-01-08 16:00:00,47.79,Cloudy
SENSOR_0040,2026-01-07 23:00:00,28.62,Sunny
SENSOR_0016,2025-12-15 15:00:00,,Cold
SENSOR_0003,2026-01-03 18:00:00,185.81714996338442,Cold
SENSOR_0010,2025-12-21 07:00:00,21.63,Sunny
SENSOR_0049,2025-12-22 03:00:00,45.86,Sunny
SENSOR_0018,2026-01-04 18:00:00,85.84,Hot
SENSOR_0027,2025-12-20 17:00:00,44.95,Cloudy
SENSOR_0019,2025-12-27 07:00:00,293.36,Cold
SENSOR_0014,2026-01-04 10:00:00,45.69,Sunny
SENSOR_0029,2026-01-07 13:00:00,213.00387190456988,Cloudy
SENSOR_0006,2025-12-13 01:00:00,45.46,Hot
SENSOR_0022,2025-12-11 02:00:00,26.17,Cloudy
SENSOR_0032,2025-12-30 01:00:00,21.2,Cloudy
SENSOR_0047,2026-01-02 20:00:00,25.54,Sunny
SENSOR_0013,2025-12-20 02:00:00,12.2,Rainy
SENSOR_0034,2025-12-27 00:00:00,66.99,Rainy
SENSOR_0004,2025-12-19 03:00:00,24.88,Rainy
SENSOR_0038,2025-12-24 21:00:00,14.26,Hot
SENSOR_0040,2025-12-13 13:00:00,11.03,Hot
SENSOR_0036,2025-12-28 18:00:00,495.3,Hot
SENSOR_0038,2025-12-13 07:00:00,23.77,Cloudy
SENSOR_0038,2025-12-11 23:00:00,86.14,Cloudy
SENSOR_0040,2025-12-22 17:00:00,13.08,Hot
SENSOR_0047,2025-12-23 13:00:00,87.39,Cold
SENSOR_0048,2025-12-29 05:00:00,126.41,Hot
SENSOR_0010,2025-12-16 21:00:00,42.97,Sunny
SENSOR_0003,2025-12-23 00:00:00,69.13,Hot
SENSOR_0042,2025-12-17 01:00:00,5.86,Sunny
SENSOR_0011,2025-12-11 13:00:00,386.98,Cold
SENSOR_0030,2025-12-16 13:00:00,26.28,Hot
SENSOR_0039,2025-12-20 21:00:00,37.6,Cold
SENSOR_0048,2025-12-24 13:00:00,,Cold
SENSOR_0021,2025-12-24 14:00:00,39.15,Sunny
SENSOR_0006,2025-12-30 19:00:00,36.11,Sunny
SENSOR_0035,2025-12-16 09:00:00,325.96,Cloudy
SENSOR_0010,2025-12-17 01:00:00,11.9,Sunny
SENSOR_0018,2025-12-18 14:00:00,492.27,Rainy
SENSOR_0014,2025-12-20 14:00:00,34.03,Cloudy
SENSOR_0027,2025-12-25 05:00:00,393.23,Cold
SENSOR_0043,2025-12-21 07:00:00,152.7,Rainy
SENSOR_0006,2026-01-01 14:00:00,50.48,Cloudy
SENSOR_0010,2025-12-14 23:00:00,356.75,Hot
SENSOR_0030,2025-12-31 15:00:00,32.88,Rainy
SENSOR_0022,2025-12-20 07:00:00,1.24,Rainy
SENSOR_0020,2025-12-20 07:00:00,2.35,Cold
SENSOR_0028,2025-12-16 15:00:00,351.23,Cloudy
SENSOR_0045,2025-12-11 03:00:00,33.98,Sunny
SENSOR_0021,2025-12-29 02:00:00,,Cloudy
SENSOR_0033,2025-12-21 23:00:00,47.04,Rainy
SENSOR_0046,2026-01-01 14:00:00,,Cold
SENSOR_0009,2025-12-22 16:00:00,420.22,Cold
SENSOR_0007,2025-12-22 00:00:00,,Cloudy
SENSOR_0046,2025-12-11 08:00:00,118.58,Cold
SENSOR_0039,2025-12-21 14:00:00,51.15,Sunny
SENSOR_0033,2025-12-22 07:00:00,68.14,Sunny
SENSOR_0025,2025-12-26 21:00:00,63.23,Cold
SENSOR_0047,2025-12-28 04:00:00,199.99,Cold
SENSOR_0017,2025-12-13 04:00:00,68.37,Rainy
SENSOR_0024,2025-12-22 19:00:00,16.46,Hot
SENSOR_0017,2025-12-29 02:00:00,112.62,Hot
SENSOR_0034,2025-12-21 22:00:00,67.98,Cloudy
SENSOR_0030,2025-12-11 01:00:00,456.61,Cold
SENSOR_0034,2025-12-31 22:00:00,81.05,Rainy
SENSOR_0032,2025-12-11 15:00:00,40.11,Cold
SENSOR_0050,2025-12-27 01:00:00,30.7,Sunny
SENSOR_0049,2025-12-30 20:00:00,7.92,Rainy
SENSOR_0010,2025-12-30 10:00:00,57.29,Rainy
SENSOR_0047,2026-01-08 16:00:00,214.88,Cloudy
SENSOR_0044,2025-12-31 02:00:00,12.22,Cold
SENSOR_0023,2025-12-28 07:00:00,653.7341258792792,Cold
SENSOR_0026,2025-12-25 04:00:00,92.54,Hot
SENSOR_0006,2025-12-22 06:00:00,38.5,Cloudy
SENSOR_0040,2025-12-14 12:00:00,51.59,Rainy
SENSOR_0007,2026-01-01 07:00:00,4.89,Rainy
SENSOR_0026,2025-12-27 03:00:00,72.73,Hot
SENSOR_0029,2025-12-19 08:00:00,35.45,Cloudy
SENSOR_0046,2025-12-21 11:00:00,83.80025125222288,Hot
SENSOR_0034,2025-12-20 14:00:00,55.14,Cloudy
SENSOR_0030,2026-01-07 13:00:00,75.6,Cloudy
SENSOR_0042,2025-12-20 17:00:00,16.351115613739946,Hot
SENSOR_0030,2025-12-26 07:00:00,57.91,Rainy
SENSOR_0017,2025-12-29 06:00:00,90.89,Cold
SENSOR_0045,2025-12-23 22:00:00,282.23,Sunny
SENSOR_0033,2026-01-06 16:00:00,32.52,Hot
SENSOR_0025,2025-12-13 07:00:00,484.27,Cold
SENSOR_0037,2025-12-21 11:00:00,106.24,Hot
SENSOR_0018,2025-12-16 03:00:00,19.18,Cold
SENSOR_0004,2026-01-04 02:00:00,19.44,Cold
SENSOR_0049,2025-12-15 00:00:00,68.72,Rainy
SENSOR_0019,2025-12-17 06:00:00,,Cold
SENSOR_0020,2026-01-03 00:00:00,311.56,Hot
SENSOR_0002,2025-12-16 16:00:00,17.36,Sunny
SENSOR_0008,2025-12-18 21:00:00,54.12,Sunny
SENSOR_0042,2026-01-01 19:00:00,60.73,Hot
SENSOR_0005,2025-12-23 08:00:00,28.04,Cold
SENSOR_0041,2025-12-19 16:00:00,93.57,Cold
SENSOR_0006,2025-12-18 16:00:00,88.6,Cold
SENSOR_0035,2025-12-17 21:00:00,129.3396053962975,Hot
SENSOR_0007,2025-12-29 07:00:00,90.24,Hot
SENSOR_0047,2025-12-19 05:00:00,118.44,Hot
SENSOR_0002,2025-12-13 08:00:00,18.14,Hot
SENSOR_0025,2026-01-05 04:00:00,70.46,Rainy
SENSOR_0038,2025-12-27 09:00:00,23.63,Cloudy
SENSOR_0016,2025-12-19 12:00:00,,Hot
SENSOR_0044,2026-01-03 04:00:00,10.33,Cold
SENSOR_0015,2026-01-08 18:00:00,39.65,Cold
SENSOR_0004,2025-12-10 23:00:00,136.04307076375935,Hot
SENSOR_0049,2025-12-12 11:00:00,208.4,Sunny
SENSOR_0016,2026-01-07 02:00:00,23.36,Cloudy
SENSOR_0029,2025-12-22 09:00:00,376.62,Rainy
SENSOR_0005,2026-01-05 08:00:00,16.32,Rainy
SENSOR_0038,2026-01-06 07:00:00,165.7291796466756,Cloudy
SENSOR_0037,2025-12-10 05:00:00,4.74,Rainy
SENSOR_0022,2025-12-26 11:00:00,308.3,Cold
SENSOR_0004,2025-12-31 16:00:00,363.09,Cloudy
SENSOR_0034,2025-12-28 23:00:00,89.16,Rainy
SENSOR_0006,2026-01-07 19:00:00,33.74,Cold
SENSOR_0044,2025-12-16 23:00:00,83.42,Hot
SENSOR_0009,2025-12-26 14:00:00,14.13,Cloudy
